AIRPORT,Year,Month,INBOUND DOM,OUTBOUND DOM,INBOUND INTERNAT,OUTBOUND INTERNAT,Domestic Total,International Total
BRISBANE,2018,2,627502,632036,231627,211703,1259538,443330
BRISBANE,2018,3,732614,724871,241454,245843,1457485,487297
BRISBANE,2018,4,702211,701528,243330,247399,1403739,490729
BRISBANE,2018,5,705597,704367,222438,234141,1409964,456579
BRISBANE,2018,6,684834,679775,230782,257206,1364609,487988
BRISBANE,2018,7,803426,793303,297336,255284,1596729,552620
BRISBANE,2018,8,756649,754898,256833,277712,1511547,534545
BRISBANE,2018,9,732027,722595,257304,271474,1454622,528778
BRISBANE,2018,10,775645,787653,284433,248094,1563298,532527
BRISBANE,2018,11,745591,744689,231942,246721,1490280,478663
BRISBANE,2018,12,744079,720310,265519,308614,1464389,574133
BRISBANE,2019,1,680091,694414,317314,268620,1374505,585934
BRISBANE,2019,2,616250,622404,242960,216993,1238654,459953
BRISBANE,2019,3,716941,707741,236208,242477,1424682,478685
BRISBANE,2019,4,729676,729399,253286,268696,1459075,521982
BRISBANE,2019,5,713574,705242,239373,246644,1418816,486017
BRISBANE,2019,6,688110,690716,242225,271760,1378826,513985
BRISBANE,2019,7,807079,791137,313718,267968,1598216,581686
BRISBANE,2019,8,767014,761185,272091,295442,1528199,567533
BRISBANE,2019,9,760862,757044,262254,278326,1517906,540580
BRISBANE,2019,10,807162,817472,295301,259813,1624634,555114
BRISBANE,2019,11,746493,752828,255212,266720,1499321,521932
BRISBANE,2019,12,773116,744192,284412,327751,1517308,612163
BRISBANE,2020,1,707885,734476,333471,283668,1442361,617139
BRISBANE,2020,2,606981,612685,223875,197282,1219666,421157
BRISBANE,2020,3,445000,440149,138690,125177,885149,263867
BRISBANE,2020,4,26799,28101,2379,6582,54900,8961
BRISBANE,2020,5,32659,32637,1809,2679,65296,4488
BRISBANE,2020,6,71393,76000,4496,5537,147393,10033
BRISBANE,2020,7,180038,171365,3985,7081,351403,11066
BRISBANE,2020,8,140987,146225,2853,8057,287212,10910
BRISBANE,2020,9,154735,156829,2123,5762,311564,7885
BRISBANE,2020,10,193051,184825,5315,7184,377876,12499
BRISBANE,2020,11,217430,224522,4601,4844,441952,9445
BRISBANE,2020,12,414477,387548,5302,5539,802025,10841
BRISBANE,2021,1,267902,283907,4659,5284,551809,9943
BRISBANE,2021,2,298130,300469,4586,4144,598599,8730
BRISBANE,2021,3,427648,425920,6444,3936,853568,10380
BRISBANE,2021,4,429654,437156,9980,11642,866810,21622
BRISBANE,2021,5,511000,503556,25723,22710,1014556,48433
BRISBANE,2021,6,430307,432858,28021,24882,863165,52903
BRISBANE,2021,7,249494,245299,19956,21025,494793,40981
BRISBANE,2021,8,121497,122053,5549,4909,243550,10458
BRISBANE,2021,9,218867,223494,3420,4240,442361,7660
BRISBANE,2021,10,234056,228529,3399,4891,462585,8290
BRISBANE,2021,11,250852,253869,2578,7419,504721,9997
BRISBANE,2021,12,395624,366513,4454,14148,762137,18602
BRISBANE,2022,1,344849,354577,13581,11602,699426,25183
BRISBANE,2022,2,353768,356813,29642,16900,710581,46542
BRISBANE,2022,3,512295,519705,44992,40392,1032000,85384
BRISBANE,2022,4,656158,657024,75699,78551,1313182,154250
BRISBANE,2022,5,634184,628422,84015,90484,1262606,174499
BRISBANE,2022,6,654731,657804,96894,110899,1312535,207793
BRISBANE,2022,7,698031,688182,141980,131641,1386213,273621
BRISBANE,2022,8,644200,639823,139711,135646,1284023,275357
BRISBANE,2022,9,677647,667478,147935,143906,1345125,291841
BRISBANE,2022,10,694615,697835,164173,145909,1392450,310082
BRISBANE,2022,11,662151,674355,160209,164470,1336506,324679
BRISBANE,2022,12,655328,644468,168050,192056,1299796,360106
BRISBANE,2023,1,615812,622489,202387,175332,1238301,377719
BRISBANE,2023,2,572715,567534,165788,148389,1140249,314177
BRISBANE,2023,3,687168,693293,173754,173503,1380461,347257
BRISBANE,2023,4,666202,655732,177699,184288,1321934,361987
BRISBANE,2023,5,670900,666949,173763,180078,1337849,353841
BRISBANE,2023,6,673019,668794,190044,207687,1341813,397731
BRISBANE,2023,7,730163,708229,225371,206945,1438392,432316
BRISBANE,2023,8,708809,706897,207038,215279,1415706,422317
BRISBANE,2023,9,727365,722667,217038,216383,1450032,433421
BRISBANE,2023,10,730214,737807,225733,208142,1468021,433875
BRISBANE,2023,11,711614,719765,213208,227229,1431379,440437
BRISBANE,2023,12,696715,682245,249928,280462,1378960,530390
BRISBANE,2024,1,626280,631193,284827,238356,1257473,523183
BRISBANE,2024,2,633353,637597,241020,221717,1270950,462737
BRISBANE,2024,3,691994,687596,240810,249842,1379590,490652
BRISBANE,2024,4,677898,672768,233829,234502,1350666,468331
CAIRNS,2009,1,130359,138023,18537,16984,268382,35521
CAIRNS,2009,2,102988,106588,15352,14234,209576,29586
CAIRNS,2009,3,118938,118160,18198,17539,237098,35737
CAIRNS,2009,4,128098,127789,16231,15879,255887,32110
CAIRNS,2009,5,120353,121254,14333,15001,241607,29334
CAIRNS,2009,6,126032,121247,14746,14498,247279,29244
CAIRNS,2009,7,155297,153463,17755,16377,308760,34132
CAIRNS,2009,8,142390,147829,18813,19954,290219,38767
CAIRNS,2009,9,141266,135231,18699,18824,276497,37523
CAIRNS,2009,10,144382,145780,18559,17194,290162,35753
CAIRNS,2009,11,130274,131348,16111,16589,261622,32700
CAIRNS,2009,12,124533,121771,18047,16349,246304,34396
CAIRNS,2010,1,115618,122164,16968,16811,237782,33779
CAIRNS,2010,2,109475,113285,18708,15744,222760,34452
CAIRNS,2010,3,117633,114623,18641,18119,232256,36760
CAIRNS,2010,4,123075,126177,19035,19013,249252,38048
CAIRNS,2010,5,120298,118481,16586,18067,238779,34653
CAIRNS,2010,6,138996,129471,17905,18512,268467,36417
CAIRNS,2010,7,159579,160532,24341,20546,320111,44887
CAIRNS,2010,8,149446,153659,24728,27474,303105,52202
CAIRNS,2010,9,155627,146363,24691,24656,301990,49347
CAIRNS,2010,10,155810,161684,23636,21613,317494,45249
CAIRNS,2010,11,137290,140552,22274,22039,277842,44313
CAIRNS,2010,12,145414,138845,22953,22813,284259,45766
CAIRNS,2011,1,129363,135005,22107,22050,264368,44157
CAIRNS,2011,2,107247,110367,18556,16331,217614,34887
CAIRNS,2011,3,120947,121066,19990,19163,242013,39153
CAIRNS,2011,4,138443,134419,18519,18859,272862,37378
CAIRNS,2011,5,130729,130933,17356,18504,261662,35860
CAIRNS,2011,6,146939,138109,19085,18693,285048,37778
CAIRNS,2011,7,168361,169448,26916,22192,337809,49108
CAIRNS,2011,8,155585,161361,25287,27519,316946,52806
CAIRNS,2011,9,152813,144176,23082,24708,296989,47790
CAIRNS,2011,10,152406,159147,23564,21727,311553,45291
CAIRNS,2011,11,136771,140387,19625,19528,277158,39153
CAIRNS,2011,12,141033,136042,20453,20258,277075,40711
CAIRNS,2012,1,137858,145152,20310,19523,283010,39833
CAIRNS,2012,2,109778,114481,19335,17247,224259,36582
CAIRNS,2012,3,129302,127120,20417,20853,256422,41270
CAIRNS,2012,4,143393,143788,19108,19012,287181,38120
CAIRNS,2012,5,137338,134226,17032,18281,271564,35313
CAIRNS,2012,6,154180,144376,18641,19582,298556,38223
CAIRNS,2012,7,174535,179859,24553,20007,354394,44560
CAIRNS,2012,8,161718,168050,25790,27104,329768,52894
CAIRNS,2012,9,162460,154247,22772,24224,316707,46996
CAIRNS,2012,10,166184,177593,23142,20398,343777,43540
CAIRNS,2012,11,151728,157888,23103,23068,309616,46171
CAIRNS,2012,12,150197,143744,23186,24671,293941,47857
CAIRNS,2013,1,139922,152258,23084,21479,292180,44563
CAIRNS,2013,2,123938,128914,21829,20189,252852,42018
CAIRNS,2013,3,133590,128582,21533,21190,262172,42723
CAIRNS,2013,4,144224,151242,18953,18806,295466,37759
CAIRNS,2013,5,136268,134823,15953,17390,271091,33343
CAIRNS,2013,6,165711,152438,16920,18395,318149,35315
CAIRNS,2013,7,184689,193806,24150,19409,378495,43559
CAIRNS,2013,8,175719,181971,24696,27564,357690,52260
CAIRNS,2013,9,174335,166530,20101,21374,340865,41475
CAIRNS,2013,10,171668,182915,22144,18929,354583,41073
CAIRNS,2013,11,150984,155655,17798,18220,306639,36018
CAIRNS,2013,12,165079,159070,20333,21652,324149,41985
CAIRNS,2014,1,160822,172757,23911,20221,333579,44132
CAIRNS,2014,2,126598,135121,20129,19117,261719,39246
CAIRNS,2014,3,135222,137603,19065,18792,272825,37857
CAIRNS,2014,4,156096,155713,14670,16394,311809,31064
CAIRNS,2014,5,140494,140629,13715,15252,281123,28967
CAIRNS,2014,6,157186,146090,15273,16675,303276,31948
CAIRNS,2014,7,190882,193790,23638,18074,384672,41712
CAIRNS,2014,8,176583,183251,23182,26286,359834,49468
CAIRNS,2014,9,176654,165752,19242,22088,342406,41330
CAIRNS,2014,10,175380,184351,21715,18589,359731,40304
CAIRNS,2014,11,154640,159052,16906,17259,313692,34165
CAIRNS,2014,12,171023,161710,19374,21343,332733,40717
CAIRNS,2015,1,152476,165203,22204,20752,317679,42956
CAIRNS,2015,2,140012,144177,24375,20661,284189,45036
CAIRNS,2015,3,142490,140180,19341,21334,282670,40675
CAIRNS,2015,4,155106,159990,18491,19824,315096,38315
CAIRNS,2015,5,145872,144667,17628,19137,290539,36765
CAIRNS,2015,6,166490,152862,17394,19542,319352,36936
CAIRNS,2015,7,192616,197402,28199,23289,390018,51488
CAIRNS,2015,8,181781,189008,27312,30336,370789,57648
CAIRNS,2015,9,180672,171210,23846,26196,351882,50042
CAIRNS,2015,10,178571,187352,25590,23096,365923,48686
CAIRNS,2015,11,165109,167707,21836,23067,332816,44903
CAIRNS,2015,12,182390,171966,24899,27384,354356,52283
CAIRNS,2016,1,166392,180143,28354,25600,346535,53954
CAIRNS,2016,2,147359,150684,29128,28700,298043,57828
CAIRNS,2016,3,161725,158261,26429,29816,319986,56245
CAIRNS,2016,4,158962,163293,25976,25867,322255,51843
CAIRNS,2016,5,153667,154045,18986,22772,307712,41758
CAIRNS,2016,6,177835,162796,20267,23078,340631,43345
CAIRNS,2016,7,205259,208746,28946,24878,414005,53824
CAIRNS,2016,8,189152,195768,28342,33282,384920,61624
CAIRNS,2016,9,191670,182330,27185,29632,374000,56817
CAIRNS,2016,10,190492,197416,27703,26910,387908,54613
CAIRNS,2016,11,171693,174915,23821,26864,346608,50685
CAIRNS,2016,12,188179,177439,28437,31320,365618,59757
CAIRNS,2017,1,179645,190243,31070,29762,369888,60832
CAIRNS,2017,2,136709,142652,24322,24762,279361,49084
CAIRNS,2017,3,159059,158396,27174,30646,317455,57820
CAIRNS,2017,4,181848,180316,24815,27684,362164,52499
CAIRNS,2017,5,155382,157929,19798,24128,313311,43926
CAIRNS,2017,6,173798,161089,22086,24497,334887,46583
CAIRNS,2017,7,208892,213575,31200,26249,422467,57449
CAIRNS,2017,8,190495,196881,30565,36935,387376,67500
CAIRNS,2017,9,192190,182477,27687,28833,374667,56520
CAIRNS,2017,10,193857,204903,27636,27173,398760,54809
CAIRNS,2017,11,174737,176302,24211,27170,351039,51381
CAIRNS,2017,12,187915,179021,29556,34214,366936,63770
CAIRNS,2018,1,174815,189015,33610,29869,363830,63479
CAIRNS,2018,2,148120,153832,29756,28672,301952,58428
CAIRNS,2018,3,166498,160548,28706,30677,327046,59383
CAIRNS,2018,4,169060,177203,24471,25518,346263,49989
CAIRNS,2018,5,160164,161252,20491,23509,321416,44000
CAIRNS,2018,6,172358,162744,22089,23370,335102,45459
CAIRNS,2018,7,210462,214490,32402,27031,424952,59433
CAIRNS,2018,8,196958,203255,33261,36904,400213,70165
CAIRNS,2018,9,186993,181215,26298,27264,368208,53562
CAIRNS,2018,10,191602,202568,28446,26124,394170,54570
CAIRNS,2018,11,169838,173124,22546,22310,342962,44856
CAIRNS,2018,12,182221,174912,28415,30812,357133,59227
CAIRNS,2019,1,165466,182593,35119,28466,348059,63585
CAIRNS,2019,2,137677,144222,30795,25815,281899,56610
CAIRNS,2019,3,148353,148820,27643,27018,297173,54661
CAIRNS,2019,4,174165,174537,26308,26781,348702,53089
CAIRNS,2019,5,155803,156734,21257,24427,312537,45684
CAIRNS,2019,6,165242,156860,22586,22671,322102,45257
CAIRNS,2019,7,202599,207474,32703,26768,410073,59471
CAIRNS,2019,8,186770,193366,31853,35300,380136,67153
CAIRNS,2019,9,179272,175399,27488,27903,354671,55391
CAIRNS,2019,10,186674,198083,29088,24945,384757,54033
CAIRNS,2019,11,166611,170095,21997,22149,336706,44146
CAIRNS,2019,12,178108,171434,25408,27336,349542,52744
CAIRNS,2020,1,167386,180829,28638,24465,348215,53103
CAIRNS,2020,2,112318,121118,24070,19120,233436,43190
CAIRNS,2020,3,87371,93860,10976,10079,181231,21055
CAIRNS,2020,4,3459,3967,30,24,7426,54
CAIRNS,2020,5,4457,4324,37,55,8781,92
CAIRNS,2020,6,13751,12639,102,144,26390,246
CAIRNS,2020,7,54621,49769,53,72,104390,125
CAIRNS,2020,8,47105,50717,79,58,97822,137
CAIRNS,2020,9,63478,61080,94,68,124558,162
CAIRNS,2020,10,64549,68830,130,108,133379,238
CAIRNS,2020,11,61386,63214,367,96,124600,463
CAIRNS,2020,12,104291,92785,250,106,197076,356
CAIRNS,2021,1,81168,94999,267,127,176167,394
CAIRNS,2021,2,61052,61666,184,104,122718,288
CAIRNS,2021,3,96171,89306,171,47,185477,218
CAIRNS,2021,4,139312,137320,0,0,276632,0
CAIRNS,2021,5,138197,136872,0,0,275069,0
CAIRNS,2021,6,136235,124787,283,275,261022,558
CAIRNS,2021,7,105136,122044,434,550,227180,984
CAIRNS,2021,8,42963,46215,0,0,89178,0
CAIRNS,2021,9,82306,78141,0,0,160447,0
CAIRNS,2021,10,80925,85901,0,3,166826,3
CAIRNS,2021,11,76280,79303,0,19,155583,19
CAIRNS,2021,12,117397,98493,0,26,215890,26
CAIRNS,2022,1,101593,119639,0,68,221232,68
CAIRNS,2022,2,74950,73920,0,111,148870,111
CAIRNS,2022,3,112705,109426,107,250,222131,357
CAIRNS,2022,4,176984,170675,1597,1374,347659,2971
CAIRNS,2022,5,152773,152054,2277,3020,304827,5297
CAIRNS,2022,6,181033,165059,4037,5344,346092,9381
CAIRNS,2022,7,188524,196632,10314,8022,385156,18336
CAIRNS,2022,8,173475,178869,11323,10614,352344,21937
CAIRNS,2022,9,184671,178202,7586,7664,362873,15250
CAIRNS,2022,10,179425,188390,10261,8440,367815,18701
CAIRNS,2022,11,149558,155164,7692,9456,304722,17148
CAIRNS,2022,12,159727,149179,11267,14438,308906,25705
CAIRNS,2023,1,143420,155313,15885,13920,298733,29805
CAIRNS,2023,2,111683,116266,15903,11957,227949,27860
CAIRNS,2023,3,142578,139756,15864,17120,282334,32984
CAIRNS,2023,4,163902,166802,18602,16245,330704,34847
CAIRNS,2023,5,158107,158050,16952,18037,316157,34989
CAIRNS,2023,6,177738,166490,18226,18794,344228,37020
CAIRNS,2023,7,195021,204360,28855,20136,399381,48991
CAIRNS,2023,8,188334,193286,27315,27939,381620,55254
CAIRNS,2023,9,191936,186040,25026,28228,377976,53254
CAIRNS,2023,10,184789,195082,27532,24665,379871,52197
CAIRNS,2023,11,162243,165589,24233,25047,327832,49280
CAIRNS,2023,12,145746,139468,23460,26852,285214,50312
CAIRNS,2024,1,150684,160317,29351,26377,311001,55728
CAIRNS,2024,2,133183,137650,25916,22413,270833,48329
CAIRNS,2024,3,153296,147367,24446,26343,300663,50789
CAIRNS,2024,4,165086,171624,23397,22580,336710,45977
CANBERRA,2009,1,108207,101081,0,0,209288,0
CANBERRA,2009,2,116663,113554,0,0,230217,0
CANBERRA,2009,3,140251,140587,0,0,280838,0
CANBERRA,2009,4,131170,133295,0,0,264465,0
CANBERRA,2009,5,133275,133030,0,0,266305,0
CANBERRA,2009,6,129877,128886,0,0,258763,0
CANBERRA,2009,7,135477,134669,0,0,270146,0
CANBERRA,2009,8,140898,139037,0,0,279935,0
CANBERRA,2009,9,138413,140091,0,0,278504,0
CANBERRA,2009,10,139171,136886,0,0,276057,0
CANBERRA,2009,11,140350,136400,0,0,276750,0
CANBERRA,2009,12,124879,132273,0,0,257152,0
CANBERRA,2010,1,115316,108511,0,0,223827,0
CANBERRA,2010,2,127933,125520,0,0,253453,0
CANBERRA,2010,3,159259,158643,0,0,317902,0
CANBERRA,2010,4,137603,139037,0,0,276640,0
CANBERRA,2010,5,135630,135664,0,0,271294,0
CANBERRA,2010,6,138443,138293,0,0,276736,0
CANBERRA,2010,7,140048,140533,0,0,280581,0
CANBERRA,2010,8,138899,135985,0,0,274884,0
CANBERRA,2010,9,137827,142801,0,0,280628,0
CANBERRA,2010,10,150238,143708,0,0,293946,0
CANBERRA,2010,11,146185,144206,0,0,290391,0
CANBERRA,2010,12,127064,136664,0,0,263728,0
CANBERRA,2011,1,112590,103009,0,0,215599,0
CANBERRA,2011,2,123300,118760,0,0,242060,0
CANBERRA,2011,3,147553,148135,0,0,295688,0
CANBERRA,2011,4,133303,136882,0,0,270185,0
CANBERRA,2011,5,139177,136996,0,0,276173,0
CANBERRA,2011,6,127137,129848,0,0,256985,0
CANBERRA,2011,7,141140,139594,0,0,280734,0
CANBERRA,2011,8,143160,139888,0,0,283048,0
CANBERRA,2011,9,141455,142946,0,0,284401,0
CANBERRA,2011,10,138124,134276,0,0,272400,0
CANBERRA,2011,11,140335,138342,0,0,278677,0
CANBERRA,2011,12,121309,130966,0,0,252275,0
CANBERRA,2012,1,109033,99199,0,0,208232,0
CANBERRA,2012,2,121419,116842,0,0,238261,0
CANBERRA,2012,3,141394,144121,0,0,285515,0
CANBERRA,2012,4,126610,127383,0,0,253993,0
CANBERRA,2012,5,133853,135314,0,0,269167,0
CANBERRA,2012,6,125070,126912,0,0,251982,0
CANBERRA,2012,7,131577,128069,0,0,259646,0
CANBERRA,2012,8,131733,133657,0,0,265390,0
CANBERRA,2012,9,128890,130406,0,0,259296,0
CANBERRA,2012,10,138679,130767,0,0,269446,0
CANBERRA,2012,11,135284,135565,0,0,270849,0
CANBERRA,2012,12,113399,120717,0,0,234116,0
CANBERRA,2013,1,103477,94142,0,0,197619,0
CANBERRA,2013,2,113732,110963,0,0,224695,0
CANBERRA,2013,3,134918,136345,0,0,271263,0
CANBERRA,2013,4,124558,124378,0,0,248936,0
CANBERRA,2013,5,129017,131160,0,0,260177,0
CANBERRA,2013,6,126482,126045,0,0,252527,0
CANBERRA,2013,7,128750,126930,0,0,255680,0
CANBERRA,2013,8,126778,127395,0,0,254173,0
CANBERRA,2013,9,120563,122006,0,0,242569,0
CANBERRA,2013,10,134709,128025,0,0,262734,0
CANBERRA,2013,11,127922,128151,0,0,256073,0
CANBERRA,2013,12,112159,117843,0,0,230002,0
CANBERRA,2014,1,97433,90215,0,0,187648,0
CANBERRA,2014,2,106417,102807,0,0,209224,0
CANBERRA,2014,3,124681,125533,0,0,250214,0
CANBERRA,2014,4,114029,115205,0,0,229234,0
CANBERRA,2014,5,120764,123275,0,0,244039,0
CANBERRA,2014,6,118607,117421,0,0,236028,0
CANBERRA,2014,7,122917,121468,0,0,244385,0
CANBERRA,2014,8,120988,120574,0,0,241562,0
CANBERRA,2014,9,121363,121743,0,0,243106,0
CANBERRA,2014,10,131857,128821,0,0,260678,0
CANBERRA,2014,11,122435,120113,0,0,242548,0
CANBERRA,2014,12,108108,115048,0,0,223156,0
CANBERRA,2015,1,94689,86462,0,0,181151,0
CANBERRA,2015,2,104237,100964,0,0,205201,0
CANBERRA,2015,3,126132,125655,0,0,251787,0
CANBERRA,2015,4,114563,117067,0,0,231630,0
CANBERRA,2015,5,120603,121584,0,0,242187,0
CANBERRA,2015,6,118741,118659,0,0,237400,0
CANBERRA,2015,7,123396,123872,0,0,247268,0
CANBERRA,2015,8,121935,119718,0,0,241653,0
CANBERRA,2015,9,121215,122296,0,0,243511,0
CANBERRA,2015,10,126705,122960,0,0,249665,0
CANBERRA,2015,11,127260,123247,0,0,250507,0
CANBERRA,2015,12,107340,116006,0,0,223346,0
CANBERRA,2016,1,95222,85827,0,0,181049,0
CANBERRA,2016,2,113441,110029,0,0,223470,0
CANBERRA,2016,3,125542,126699,0,0,252241,0
CANBERRA,2016,4,118371,122047,0,0,240418,0
CANBERRA,2016,5,121205,120895,0,0,242100,0
CANBERRA,2016,6,116467,119291,0,0,235758,0
CANBERRA,2016,7,124246,122447,0,0,246693,0
CANBERRA,2016,8,126885,123817,0,0,250702,0
CANBERRA,2016,9,123755,129234,1421,1784,252989,3205
CANBERRA,2016,10,131890,124676,3821,3174,256566,6995
CANBERRA,2016,11,134343,131391,3393,3274,265734,6667
CANBERRA,2016,12,113363,124710,2743,4161,238073,6904
CANBERRA,2017,1,101509,90217,4665,3403,191726,8068
CANBERRA,2017,2,114565,110886,3255,2652,225451,5907
CANBERRA,2017,3,135406,138246,3369,3140,273652,6509
CANBERRA,2017,4,118282,119097,3961,3427,237379,7388
CANBERRA,2017,5,128920,129619,2794,2737,258539,5531
CANBERRA,2017,6,123485,128500,3031,3727,251985,6758
CANBERRA,2017,7,131376,127611,3918,2969,258987,6887
CANBERRA,2017,8,131056,131328,3477,3076,262384,6553
CANBERRA,2017,9,131749,135681,3582,3692,267430,7274
CANBERRA,2017,10,139380,132630,4306,3250,272010,7556
CANBERRA,2017,11,138446,137892,3759,3404,276338,7163
CANBERRA,2017,12,117225,128234,3747,5094,245459,8841
CANBERRA,2018,1,104856,94239,5278,3714,199095,8992
CANBERRA,2018,2,119614,114799,3841,3174,234413,7015
CANBERRA,2018,3,138912,143798,3975,3737,282710,7712
CANBERRA,2018,4,128524,128730,4859,4717,257254,9576
CANBERRA,2018,5,135746,136978,2930,4225,272724,7155
CANBERRA,2018,6,127237,129749,3422,4773,256986,8195
CANBERRA,2018,7,141914,138351,4197,4585,280265,8782
CANBERRA,2018,8,140734,141717,3593,4245,282451,7838
CANBERRA,2018,9,134735,135431,3749,4719,270166,8468
CANBERRA,2018,10,149456,142604,3923,3360,292060,7283
CANBERRA,2018,11,142780,143912,3035,3992,286692,7027
CANBERRA,2018,12,115000,123327,2230,4649,238327,6879
CANBERRA,2019,1,106793,94755,3290,3445,201548,6735
CANBERRA,2019,2,120670,118342,2839,2678,239012,5517
CANBERRA,2019,3,135197,135475,2592,3492,270672,6084
CANBERRA,2019,4,127461,127899,2811,4239,255360,7050
CANBERRA,2019,5,130101,132847,2984,4365,262948,7349
CANBERRA,2019,6,125376,126024,3333,4545,251400,7878
CANBERRA,2019,7,140844,137122,4168,4227,277966,8395
CANBERRA,2019,8,138130,139859,3174,4067,277989,7241
CANBERRA,2019,9,140824,139184,3471,4559,280008,8030
CANBERRA,2019,10,150608,147522,3777,3557,298130,7334
CANBERRA,2019,11,143066,144165,2813,3718,287231,6531
CANBERRA,2019,12,120748,130031,2478,4447,250779,6925
CANBERRA,2020,1,107782,97761,2617,3087,205543,5704
CANBERRA,2020,2,121940,117645,2265,2279,239585,4544
CANBERRA,2020,3,77060,74706,1471,1174,151766,2645
CANBERRA,2020,4,2044,2334,0,0,4378,0
CANBERRA,2020,5,2891,2827,0,0,5718,0
CANBERRA,2020,6,6861,6484,0,0,13345,0
CANBERRA,2020,7,10723,11907,0,0,22630,0
CANBERRA,2020,8,7072,6437,0,0,13509,0
CANBERRA,2020,9,6167,7122,0,0,13289,0
CANBERRA,2020,10,22103,23072,0,0,45175,0
CANBERRA,2020,11,34173,34250,118,0,68423,118
CANBERRA,2020,12,51306,61312,0,0,112618,0
CANBERRA,2021,1,52681,44013,0,0,96694,0
CANBERRA,2021,2,46159,46671,0,0,92830,0
CANBERRA,2021,3,65604,66221,137,0,131825,137
CANBERRA,2021,4,73731,73864,0,0,147595,0
CANBERRA,2021,5,81032,82567,0,0,163599,0
CANBERRA,2021,6,67280,69125,0,0,136405,0
CANBERRA,2021,7,35607,33190,0,0,68797,0
CANBERRA,2021,8,7057,5713,0,0,12770,0
CANBERRA,2021,9,1854,1642,0,0,3496,0
CANBERRA,2021,10,2074,2484,0,0,4558,0
CANBERRA,2021,11,24218,23996,0,0,48214,0
CANBERRA,2021,12,53095,64004,0,0,117099,0
CANBERRA,2022,1,54401,45340,0,0,99741,0
CANBERRA,2022,2,56774,56165,0,0,112939,0
CANBERRA,2022,3,88227,88613,0,0,176840,0
CANBERRA,2022,4,104174,106801,0,0,210975,0
CANBERRA,2022,5,105704,106083,0,0,211787,0
CANBERRA,2022,6,108136,110827,0,0,218963,0
CANBERRA,2022,7,121068,119187,0,0,240255,0
CANBERRA,2022,8,111703,109761,0,0,221464,0
CANBERRA,2022,9,114412,119407,0,0,233819,0
CANBERRA,2022,10,125573,119439,0,0,245012,0
CANBERRA,2022,11,123665,122061,0,0,245726,0
CANBERRA,2022,12,103818,116268,0,0,220086,0
CANBERRA,2023,1,98797,86077,0,0,184874,0
CANBERRA,2023,2,100579,98249,0,0,198828,0
CANBERRA,2023,3,120774,122673,0,0,243447,0
CANBERRA,2023,4,110403,108661,105,72,219064,177
CANBERRA,2023,5,115035,115972,0,0,231007,0
CANBERRA,2023,6,111779,116283,0,0,228062,0
CANBERRA,2023,7,121023,116196,318,203,237219,521
CANBERRA,2023,8,119065,120265,802,874,239330,1676
CANBERRA,2023,9,119580,122742,940,1059,242322,1999
CANBERRA,2023,10,127977,120158,1234,1379,248135,2613
CANBERRA,2023,11,129008,129404,983,1183,258412,2166
CANBERRA,2023,12,107915,118735,1568,1360,226650,2928
CANBERRA,2024,1,99608,88844,1235,1767,188452,3002
CANBERRA,2024,2,111444,108941,544,707,220385,1251
CANBERRA,2024,3,121366,123362,1001,927,244728,1928
CANBERRA,2024,4,113579,114353,1140,1177,227932,2317
DARWIN,2009,1,48063,43362,10356,6373,91425,16729
DARWIN,2009,2,36513,38153,6589,4231,74666,10820
DARWIN,2009,3,44423,43605,5113,5276,88028,10389
DARWIN,2009,4,54008,53083,7744,7085,107091,14829
DARWIN,2009,5,59998,58394,8422,8485,118392,16907
DARWIN,2009,6,66180,65174,8809,9617,131354,18426
DARWIN,2009,7,72086,73153,11331,8167,145239,19498
DARWIN,2009,8,65829,68777,9252,9866,134606,19118
DARWIN,2009,9,62026,62687,9437,8716,124713,18153
DARWIN,2009,10,55456,61195,9885,7547,116651,17432
DARWIN,2009,11,48126,49180,8305,7371,97306,15676
DARWIN,2009,12,47587,50893,6700,11065,98480,17765
DARWIN,2010,1,49033,45706,12438,7021,94739,19459
DARWIN,2010,2,40680,42137,7671,5946,82817,13617
DARWIN,2010,3,52040,51606,7223,6848,103646,14071
DARWIN,2010,4,56009,54454,8722,8067,110463,16789
DARWIN,2010,5,59942,58547,8980,8182,118489,17162
DARWIN,2010,6,68101,64828,9032,10053,132929,19085
DARWIN,2010,7,77612,78928,12432,10236,156540,22668
DARWIN,2010,8,71205,73913,9930,10517,145118,20447
DARWIN,2010,9,68599,69156,10104,9608,137755,19712
DARWIN,2010,10,61561,66232,10326,7948,127793,18274
DARWIN,2010,11,51484,52956,8202,7770,104440,15972
DARWIN,2010,12,51494,58703,7376,12373,110197,19749
DARWIN,2011,1,55293,48768,15893,9594,104061,25487
DARWIN,2011,2,38684,40291,9685,8793,78975,18478
DARWIN,2011,3,50909,51066,10698,9766,101975,20464
DARWIN,2011,4,59134,57886,11843,11649,117020,23492
DARWIN,2011,5,61808,59126,12126,10980,120934,23106
DARWIN,2011,6,66655,63831,11490,12875,130486,24365
DARWIN,2011,7,94294,94188,17228,16951,188482,34179
DARWIN,2011,8,82073,86379,14244,16475,168452,30719
DARWIN,2011,9,76464,75476,14384,16426,151940,30810
DARWIN,2011,10,74984,77772,16324,16065,152756,32389
DARWIN,2011,11,66991,67348,14519,16635,134339,31154
DARWIN,2011,12,63483,71878,12214,20078,135361,32292
